"id","owner","name","count(user_id)","commits last month","pull reqs last month","changesLastMonth","age_in_days","language","commits all","pull reqs all","totalChanges"
8,"NUBIC","ncs_navigator_core",16,0,0,0,686,"Ruby",5547,298,5845
34,"github","android",37,2,5,7,910,"Java",1735,174,1909
63,"pculture","unisubs",15,298,41,339,930,"Python",7540,330,7870
118,"ryanb","cancan",13,0,4,4,1570,"Ruby",129,189,318
127,"mozilla","addon-sdk",17,89,87,176,1345,"Python",2617,1420,4037
142,"opscode-cookbooks","cron",26,1,3,4,722,"Ruby",31,21,52
190,"Netflix","SimianArmy",47,7,8,15,608,"Java",174,95,269
310,"intridea","grape",14,22,22,44,1312,"Ruby",462,306,768
312,"Katello","katello",36,344,224,568,693,"Ruby",15523,3462,18985
340,"netty","netty",16,605,70,675,1213,"Java",7717,742,8459
343,"WindowsAzure","azure-sdk-for-java",26,0,0,0,821,"Java",850,178,1028
381,"aeolusproject","imagefactory",40,0,0,0,1150,"Python",732,230,962
418,"sunpy","sunpy",15,101,104,205,943,"Python",1312,549,1861
427,"saasbook","hw2_rottenpotatoes",18,0,0,0,766,"Ruby",41,4,45
474,"mozilla","mozbase",17,40,3,43,891,"Python",517,56,573
489,"Shopify","active_merchant",273,123,73,196,2116,"Ruby",1270,840,2110
587,"heroku","heroku-buildpack-ruby",44,231,30,261,1017,"Ruby",1113,143,1256
608,"errbit","errbit",10,19,26,45,1310,"Ruby",567,398,965
613,"MovingBlocks","Terasology",64,315,129,444,1098,"Java",1396,414,1810
657,"spree","spree_reviews",33,64,13,77,757,"Ruby",228,74,302
687,"gwu-libraries","launchpad",10,106,41,147,654,"Python",777,109,886
714,"puppetlabs","puppet-docs",150,202,22,224,1269,"Ruby",1757,288,2045
750,"ros","rosdistro",18,598,563,1161,785,"Python",4261,3222,7483
772,"mozilla","socorro",18,140,160,300,925,"Python",2277,1927,4204
774,"mozilla","Socorro-Tests",40,7,10,17,1035,"Python",247,237,484
807,"openmicroscopy","bioformats",47,106,127,233,884,"Java",9483,961,10444
810,"commonsense","metanl",35,3,0,3,738,"Python",160,7,167
847,"puppetlabs","puppet",195,292,189,481,1269,"Ruby",10015,2407,12422
852,"engineyard","ey-cloud-recipes",96,3,6,9,1840,"Ruby",255,120,375
853,"rapid7","metasploit-framework",65,213,231,444,919,"Ruby",16117,2982,19099
860,"mozilla","bedrock",18,290,193,483,1057,"Python",3616,1720,5336
868,"pivotal","pivotal_workstation",28,0,0,0,1122,"Ruby",252,222,474
937,"grails","grails-core",11,380,26,406,1485,"Java",8274,460,8734
961,"ipython","ipython",14,293,250,543,1396,"Python",8371,2591,10962
1004,"chirpradio","chirpradio-machine",10,70,0,70,913,"Python",146,0,146
1005,"puppetlabs","puppet-acceptance",190,1,0,1,1325,"Ruby",635,511,1146
1008,"zendframework","zf2-documentation",12,158,33,191,605,"Python",2042,1113,3155
1065,"django-nonrel","djangotoolbox",13,0,0,0,832,"Python",160,20,180
1113,"travis-ci","travis-core",39,149,32,181,850,"Ruby",2541,291,2832
1142,"saltstack","salt",15,1350,865,2215,1110,"Python",14277,6545,20822
1282,"Pylons","pyramid",19,48,20,68,1229,"Python",3550,765,4315
1299,"ooici","coi-services",43,243,221,464,860,"Python",6896,1868,8764
1301,"heroku","heroku",32,67,18,85,1814,"Ruby",2423,308,2731
1334,"rails","rails",37,697,398,1095,2155,"Ruby",35027,8997,44024
1404,"lml","quadbase",11,1,0,1,923,"Ruby",546,89,635
1523,"mozilla","marketplace-tests",40,29,30,59,748,"Python",567,395,962
1528,"spree","spree-guides",51,150,3,153,1295,"Ruby",1621,123,1744
1536,"dellcloudedge","barclamp-nova_dashboard",18,0,0,0,891,"Ruby",31,46,77
1577,"dellcloudedge","barclamp-dns",18,0,0,0,910,"Ruby",45,32,77
1580,"dellcloudedge","barclamp-ipmi",18,0,0,0,910,"Ruby",33,26,59
1581,"dellcloudedge","barclamp-keystone",18,0,0,0,896,"Ruby",24,52,76
1593,"dellcloudedge","barclamp-ganglia",18,0,0,0,910,"Ruby",35,26,61
1599,"dellcloudedge","barclamp-swift",18,0,0,0,910,"Ruby",26,40,66
1624,"dellcloudedge","barclamp-glance",18,0,0,0,910,"Ruby",26,58,84
1636,"dellcloudedge","barclamp-ntp",18,0,0,0,910,"Ruby",13,17,30
1642,"dellcloudedge","barclamp-provisioner",18,0,0,0,910,"Ruby",190,89,279
1678,"cucumber","cucumber",33,57,18,75,2149,"Ruby",1611,289,1900
1799,"Theano","Theano",10,58,54,112,939,"Python",10297,1397,11694
1883,"nicolas-fricke","transfair",11,0,0,0,588,"Ruby",221,2,223
1957,"Bukkit","CraftBukkit",14,15,34,49,1158,"Java",2133,1327,3460
1958,"infinispan","infinispan",29,94,93,187,1218,"Java",6567,2414,8981
1965,"cakephp","docs",30,318,115,433,1079,"Python",2318,1091,3409
1993,"dellcloudedge","barclamp-openstack",16,0,0,0,867,"Ruby",38,19,57
2010,"dellcloudedge","barclamp-deployer",18,0,0,0,910,"Ruby",170,82,252
2014,"dellcloudedge","barclamp-mysql",18,0,0,0,896,"Ruby",15,25,40
2017,"dellcloudedge","barclamp-nova",18,0,0,0,910,"Python",90,100,190
2032,"dellcloudedge","barclamp-test",18,0,0,0,910,"Ruby",38,16,54
2033,"dellcloudedge","barclamp-network",18,0,0,0,910,"Ruby",151,109,260
2093,"fog","fog",53,155,127,282,1753,"Ruby",5014,1901,6915
2202,"litl","rauth",29,1,2,3,734,"Python",277,76,353
2244,"thoughtbot","factory_girl",81,17,10,27,2102,"Ruby",293,181,474
2247,"newrelic","rpm",13,91,5,96,1952,"Ruby",4025,146,4171
2281,"gradle","gradle",15,668,19,687,1639,"Java",9161,253,9414
2306,"dellcloudedge","barclamp-logging",18,0,0,0,910,"Ruby",44,31,75
2309,"BroadleafCommerce","DemoSite",14,68,4,72,695,"Java",907,21,928
2315,"SpoutDev","Spout",11,0,0,0,1040,"Java",1807,526,2333
2532,"OpenMRS","openmrs-module-htmlformentry",23,10,6,16,857,"Java",243,57,300
2539,"jenkinsci","multiple-scms-plugin",311,0,0,0,1101,"Java",35,5,40
2634,"edgecase","ruby_koans",32,0,0,0,1865,"Ruby",96,50,146
2713,"openshift","rhc",12,34,22,56,961,"Ruby",758,543,1301
2719,"mperham","sidekiq",13,108,38,146,780,"Ruby",1028,500,1528
2812,"diaspora","diaspora",28,142,63,205,1268,"Ruby",11203,1668,12871
2863,"ooici","ion-definitions",44,69,50,119,863,"Java",1614,511,2125
2888,"fluent","fluentd",11,50,17,67,991,"Ruby",511,162,673
2919,"inviqa","chef-php-extra",57,1,2,3,603,"Ruby",68,29,97
2938,"puppetlabs","Razor",170,0,0,0,773,"Ruby",1072,231,1303
2980,"technicalpickles","homesick",14,8,8,16,1463,"Ruby",95,49,144
3083,"floodlight","floodlight",41,3,4,7,841,"Java",844,416,1260
3298,"dellcloudedge","barclamp-ApacheHadoop",18,0,0,0,713,"Ruby",13,10,23
3299,"dellcloudedge","barclamp-clouderamanager",18,0,0,0,724,"Ruby",69,53,122
3328,"dellcloudedge","barclamp-pig",18,0,0,0,836,"Ruby",12,19,31
3329,"opscode-cookbooks","windows",29,10,2,12,722,"Ruby",130,73,203
3334,"dellcloudedge","barclamp-hive",18,0,0,0,836,"Ruby",12,20,32
3339,"dellcloudedge","barclamp-hadoop",18,0,0,0,836,"Ruby",8,14,22
3348,"dellcloudedge","barclamp-sqoop",18,0,0,0,836,"Ruby",12,20,32
3361,"dellcloudedge","barclamp-zookeeper",18,0,0,0,836,"Ruby",7,11,18
3450,"pentaho","big-data-plugin",52,19,21,40,643,"Java",483,204,687
3465,"Netflix","servo",104,22,11,33,811,"Java",221,168,389
3479,"github","github-services",33,37,30,67,1392,"Ruby",874,591,1465
3594,"droolsjbpm","jbpm",55,115,8,123,1261,"Java",1599,193,1792
3671,"NoamB","sorcery",12,5,10,15,1132,"Ruby",154,187,341
3680,"ceylon","ceylon-lang.org",16,44,4,48,960,"Ruby",1093,78,1171
3721,"ceylon","ceylon-spec",16,64,2,66,1137,"Java",2162,62,2224
3732,"ceylon","ceylon-ide-eclipse",15,460,0,460,945,"Java",3221,34,3255
3796,"concord-consortium","energy3d",10,88,0,88,594,"Java",654,0,654
3828,"phonelab","phonelabservices",10,0,0,0,813,"Java",83,0,83
3857,"C24-Technologies","c24-spring",15,0,0,0,966,"Java",210,0,210
3918,"Yelp","mrjob",13,15,15,30,1240,"Python",997,388,1385
3923,"mongodb","docs",18,586,119,705,895,"Python",5158,1628,6786
3932,"opscode-cookbooks","mysql",34,17,21,38,722,"Ruby",263,170,433
3944,"Kozea","WeasyPrint",15,12,3,15,940,"Python",494,31,525
4023,"allegro","ralph",10,37,40,77,658,"Python",3538,725,4263
4068,"jruby","jruby",22,595,56,651,1796,"Ruby",12885,609,13494
4092,"stackmob","stackmob-java-client-sdk",22,0,0,0,883,"Java",560,24,584
4095,"elasticsearch","elasticsearch",10,1348,275,1623,1487,"Java",8985,1221,10206
4114,"CocoaPods","CocoaPods",48,44,18,62,935,"Ruby",1940,271,2211
4179,"meltmedia","cadmium",40,15,1,16,680,"Java",716,71,787
4327,"aptana","studio3-php",18,5,0,5,1403,"Java",886,3,889
4333,"plexinc-plugins","The-Daily-Show.bundle",15,2,1,3,1316,"Python",33,8,41
4352,"plexinc-plugins","The-Colbert-Report.bundle",15,2,0,2,1316,"Python",61,7,68
4435,"HelsinkiHacklab","reactor",11,14,0,14,913,"Python",264,0,264
4451,"aptana","studio3-ruby",16,4,0,4,1186,"Java",225,0,225
4477,"opscode","cookbooks",79,0,0,0,1873,"Ruby",296,401,697
4508,"hiidef","oauth2app",13,1,0,1,989,"Python",61,35,96
4563,"voldemort","voldemort",18,37,6,43,1740,"Java",463,87,550
4573,"infochimps-labs","ironfan",16,17,6,23,1392,"Ruby",579,105,684
4660,"twitter","twitter-cldr-rb",226,42,0,42,740,"Ruby",474,80,554
4751,"Catrobat","Catroid",166,466,29,495,646,"Java",14499,502,15001
4765,"bigbluebutton","bigbluebutton",15,102,11,113,1381,"Java",5024,308,5332
4779,"sunlightlabs","openstates",12,315,6,321,1834,"Python",8141,112,8253
4798,"opscode-cookbooks","apache2",29,16,8,24,722,"Ruby",149,118,267
4892,"ceph","run-crowbar-on-sepia",28,0,0,0,612,"Python",25,2,27
4927,"collectionspace","application",12,7,4,11,771,"Java",1002,125,1127
5016,"rails","activeresource",28,9,4,13,723,"Ruby",54,75,129
5106,"plexinc-plugins","CBS-Sports.bundle",15,0,0,0,1316,"Python",35,4,39
5125,"rcbops-cookbooks","glance",21,8,9,17,702,"Python",258,183,441
5138,"rcbops-cookbooks","keystone",21,4,4,8,702,"Ruby",265,161,426
5184,"toastdriven","django-haystack",13,10,24,34,1862,"Python",429,297,726
5210,"square","okhttp",19,421,155,576,591,"Java",1131,427,1558
5245,"sferik","twitter",11,172,9,181,2212,"Ruby",1396,170,1566
5247,"MIT-Mobile","MIT-Mobile-for-Android",10,30,0,30,1331,"Java",507,0,507
5323,"plataformatec","responders",24,2,1,3,1555,"Ruby",126,33,159
5378,"Bukkit","Bukkit",15,13,43,56,1159,"Java",588,1024,1612
5400,"ooici","pyon",44,68,41,109,939,"Python",1863,477,2340
5444,"apigee","usergrid-stack",36,1,0,1,885,"Java",2952,232,3184
5465,"isenseDev","iSENSE-Hardware",11,61,53,114,811,"Java",1159,825,1984
5516,"geoserver","geoserver",30,176,94,270,847,"Java",2543,527,3070
5520,"CocoaPods","Specs",440,2354,2087,4441,907,"Ruby",14220,8498,22718
5556,"Sage-Bionetworks","SynapseWebClient",16,94,88,182,664,"Java",2779,850,3629
5591,"puppetlabs","facter",195,143,59,202,1269,"Ruby",1073,649,1722
5626,"sampsyo","beets",19,205,31,236,1305,"Python",2129,234,2363
5640,"arduino","Arduino",11,107,35,142,1266,"Java",1924,316,2240
5684,"demandchain","galaxy-client",42,0,0,0,878,"Ruby",430,107,537
6026,"gitlabhq","gitlabhq",17,720,170,890,886,"Ruby",5856,2087,7943
6087,"ooyala","barkeep",21,0,2,2,917,"Ruby",644,65,709
6129,"jenkinsci","testlink-plugin",301,0,0,0,1179,"Java",75,15,90
6171,"JetBrains","la-clojure",13,4,2,6,941,"Java",308,28,336
6186,"urbanairship","statshtable",54,0,0,0,772,"Java",45,11,56
6189,"mozilla","bidpom",50,0,0,0,764,"Python",118,42,160
6413,"twitter","commons",338,259,29,288,1101,"Java",497,177,674
6468,"ModeShape","modeshape",13,21,43,64,1149,"Java",3251,1068,4319
6553,"opscode-cookbooks","gunicorn",29,0,0,0,722,"Ruby",28,7,35
6570,"puppetlabs","hiera",178,25,11,36,1006,"Ruby",243,171,414
6584,"Shopify","liquid",271,73,12,85,2128,"Ruby",445,157,602
6606,"toastdriven","django-tastypie",14,9,13,22,1438,"Python",555,561,1116
6648,"RiotGames","nexus_cli",12,1,1,2,630,"Ruby",353,72,425
6923,"rightscale","rightscale_cookbooks",151,42,3,45,679,"Ruby",1655,152,1807
6966,"CeON","CoAnSys",12,26,22,48,594,"Java",1096,243,1339
6994,"cucumber","gherkin",33,16,8,24,1647,"Ruby",1370,114,1484
7058,"pry","pry",14,215,23,238,1185,"Ruby",1384,245,1629
7148,"Netflix","curator",115,0,0,0,966,"Java",354,138,492
7233,"sunspot","sunspot",14,7,12,19,1970,"Ruby",881,270,1151
7347,"MarkUsProject","Markus",89,22,27,49,1257,"Ruby",1346,721,2067
7511,"Sage-Bionetworks","Synapse-Repository-Services",16,161,148,309,653,"Java",3076,1111,4187
7537,"kivy","kivy",11,277,93,370,1219,"Python",3637,814,4451
7550,"dreamhost","akanda",10,0,0,0,635,"Python",911,60,971
7559,"enthought","enaml",76,0,0,0,944,"Python",3443,184,3627
7575,"dotcloud","dotcloud-cli",13,3,2,5,918,"Python",281,26,307
7588,"OpenMDAO","OpenMDAO-Framework",15,103,98,201,983,"Python",5653,976,6629
7608,"reddit","reddit",15,222,22,244,2087,"Python",2817,460,3277
7640,"jfirebaugh","konacha",21,5,2,7,753,"Ruby",188,67,255
7698,"datamapper","do",11,9,2,11,1865,"Ruby",240,28,268
7699,"mozilla","moztrap",11,4,5,9,827,"Python",1554,54,1608
7728,"sonatype","plexus-utils",30,1,1,2,1360,"Java",152,10,162
7894,"RubyMoney","money",65,20,11,31,1952,"Ruby",576,182,758
7933,"facebook","facebook-android-sdk",46,1,3,4,1396,"Java",265,85,350
7954,"NessComputing","components-ness-jackson",15,3,1,4,667,"Java",75,13,88
7979,"Yesware","omniauth-google",12,0,0,0,804,"Ruby",2,3,5
8006,"plone","diazo",235,0,0,0,893,"Python",216,19,235
8107,"sunlightlabs","fcc_political_ads",18,1,0,1,685,"Python",619,0,619
8127,"matplotlib","matplotlib",20,86,99,185,1111,"Python",8291,1687,9978
8131,"jclouds","jclouds",24,132,38,170,1500,"Java",7905,1431,9336
8381,"nuxeo","nuxeo-core",22,101,0,101,812,"Java",1151,7,1158
8466,"puppetlabs","puppetlabs-rabbitmq",62,3,6,9,1080,"Ruby",83,136,219
8612,"jboss-switchyard","components",11,14,17,31,1184,"Java",419,650,1069
8676,"infochimps-labs","wukong",11,2,1,3,1865,"Ruby",1043,7,1050
8703,"codeforamerica","brigade",104,32,4,36,762,"Ruby",795,191,986
8778,"ff0000","red-start",28,0,0,0,707,"Python",62,4,66
9095,"holderdeord","hdo-site",24,136,3,139,698,"Ruby",2205,98,2303
9126,"racker","rackspace-monitoring",136,11,5,16,853,"Python",160,36,196
9174,"django-nonrel","mongodb-engine",13,0,0,0,1252,"Python",132,52,184
9241,"tangentlabs","django-oscar",57,307,67,374,1184,"Python",3399,751,4150
9354,"freenet","fred-staging",14,20,7,27,1776,"Java",16946,200,17146
9391,"cloudfoundry","oss-docs",11,0,0,0,696,"Ruby",145,9,154
9427,"spree","spree",12,508,121,629,2187,"Ruby",13807,2384,16191
9531,"OpenMRS","openmrs-module-hl7query",33,0,0,0,588,"Java",158,66,224
9585,"sympy","sympy-bot",17,0,0,0,1043,"Python",228,80,308
9615,"forge","core",11,418,37,455,1046,"Java",3605,398,4003
9774,"podio","podio-rb",12,13,1,14,1218,"Ruby",516,7,523
9793,"sympy","sympy",21,137,164,301,1406,"Python",13428,2789,16217
9807,"exoplatform","social",17,18,21,39,701,"Java",2857,283,3140
9819,"eldarion","pycon",10,0,0,0,1354,"Python",378,22,400
9840,"mongodb","mongo-java-driver",12,168,10,178,1876,"Java",1733,172,1905
10083,"exoplatform","platform",16,24,25,49,700,"Java",8898,458,9356
10182,"exoplatform","exogtn",15,8,4,12,1182,"Java",1487,141,1628
10252,"dimagi","commcare-hq",20,3272,507,3779,1701,"Python",18658,2712,21370
10269,"eucalyptus","eucalyptus",13,264,2,266,1017,"Java",12528,44,12572
10384,"exoplatform","ecms",17,40,43,83,700,"Java",4846,614,5460
10412,"intridea","omniauth",14,20,2,22,1437,"Ruby",280,285,565
10617,"opscode-cookbooks","perl",26,0,0,0,722,"Ruby",41,14,55
10646,"opscode-cookbooks","chef-client",31,35,12,47,722,"Ruby",241,153,394
10657,"mifos","head",18,0,0,0,1121,"Java",9018,341,9359
10667,"hasgeek","flask-lastuser",10,13,0,13,1021,"Python",93,5,98
10735,"simplegeo","python-oauth2",22,0,0,0,1597,"Python",50,64,114
10773,"opscode-cookbooks","iis",26,3,2,5,722,"Ruby",89,48,137
10882,"pivotal","projectmonitor",19,33,2,35,689,"Ruby",810,29,839
10916,"caelum","tubaina",16,0,0,0,1745,"Java",354,7,361
11021,"SublimeText","VintageEx",47,0,1,1,856,"Python",123,13,136
11108,"Sage-Bionetworks","Synapse-Stack-Builder",13,6,7,13,597,"Java",123,83,206
11124,"mbleigh","acts-as-taggable-on",13,9,15,24,2176,"Ruby",144,152,296
11321,"travis-ci","travis-ci.github.com",47,11,10,21,992,"Ruby",1158,387,1545
11326,"janrain","janrain-backplane-2",70,1,0,1,812,"Java",683,53,736
11379,"alphagov","smart-answers",118,298,85,383,862,"Ruby",4747,747,5494
11525,"rcbops-cookbooks","kong",17,4,3,7,665,"Ruby",56,44,100
11602,"travis-ci","travis-cookbooks",21,43,11,54,1003,"Ruby",1235,138,1373
11630,"cloudfoundry","vcap",118,0,0,0,1059,"Ruby",896,130,1026
11638,"rtfd","readthedocs.org",11,243,46,289,1298,"Python",2755,250,3005
11644,"opscode-cookbooks","rabbitmq",26,19,10,29,722,"Ruby",138,106,244
11660,"rails","sass-rails",32,3,4,7,1017,"Ruby",86,45,131
11959,"rails","strong_parameters",25,7,4,11,723,"Ruby",92,113,205
12031,"rubinius","rubinius",108,161,28,189,2245,"Ruby",10355,1000,11355
12106,"rcbops","chef-cookbooks",39,92,49,141,860,"Ruby",5137,447,5584
12132,"svenfuchs","rails-i18n",10,20,21,41,2044,"Ruby",246,328,574
12258,"plataformatec","devise",27,31,40,71,1632,"Ruby",1958,604,2562
12333,"droolsjbpm","drools",39,253,17,270,1112,"Java",9341,318,9659
12383,"exoplatform","webos",13,4,0,4,1080,"Java",265,22,287
12392,"collective","collective.developermanual",409,53,16,69,972,"Python",2305,174,2479
12455,"k9mail","k-9",19,49,17,66,1126,"Java",3679,457,4136
12631,"kytrinyx","etsy",12,2,2,4,1785,"Ruby",169,43,212
12647,"rhomobile","rhostudio",20,1,0,1,1092,"Java",349,2,351
12666,"seomoz","qless-py",45,2,0,2,727,"Python",148,6,154
12722,"exoplatform","cs",14,6,1,7,700,"Java",5694,101,5795
12747,"gregbell","active_admin",10,87,49,136,1421,"Ruby",1466,1004,2470
12841,"naparuba","shinken",23,145,31,176,1199,"Python",4156,412,4568
12885,"sferik","rails_admin",12,40,12,52,1313,"Ruby",1915,599,2514
13001,"osmandapp","Osmand",10,109,12,121,1146,"Java",6890,542,7432
13021,"thoughtbot","suspenders",80,101,31,132,1392,"Ruby",593,167,760
13116,"dmwm","WMCore",24,55,53,108,906,"Python",8725,627,9352
13296,"zsh-users","zsh-completions",18,2,5,7,960,"Python",199,125,324
13383,"ning","killbill",16,0,0,0,860,"Java",502,0,502
13573,"bndtools","bnd",10,211,12,223,1424,"Java",1963,113,2076
13665,"datamapper","dm-core",10,0,0,0,1865,"Ruby",83,53,136
13718,"caelum","vraptor",21,21,11,32,1813,"Java",3503,168,3671
13860,"ruby","ruby",21,661,58,719,1468,"Ruby",32793,554,33347
13915,"kevinweil","elephant-bird",10,5,6,11,1442,"Java",418,280,698
13998,"nathanmarz","storm-contrib",13,0,1,1,847,"Java",80,22,102
14080,"cosm","cosm-rb",14,0,0,0,654,"Ruby",284,35,319
14184,"mozilla","Affiliates-Tests",28,0,0,0,881,"Python",41,36,77
14363,"sonatype","nexus",39,2,2,4,1057,"Java",10985,863,11848
14398,"droolsjbpm","guvnor",53,70,2,72,1119,"Java",5482,110,5592
14642,"DIRACGrid","DIRAC",24,137,64,201,1065,"Python",13927,1279,15206
14901,"autotest","autotest",25,31,13,44,899,"Python",8299,499,8798
14915,"travis-ci","travis-ci",41,11,2,13,1102,"Ruby",3732,209,3941
15058,"github","gitscm-next",11,0,0,0,728,"Ruby",313,137,450
15189,"iSECPartners","sslyze",23,0,0,0,606,"Python",198,20,218
15299,"travis-ci","travis-boxes",41,0,0,0,887,"Ruby",197,13,210
15441,"badgeville","badgeville-ruby",10,3,0,3,806,"Ruby",299,6,305
15664,"caktus","django-timepiece",10,20,1,21,885,"Python",2462,302,2764
15806,"weld","core",21,102,42,144,1309,"Java",4470,489,4959
15841,"plataformatec","simple_form",27,6,6,12,1529,"Ruby",558,320,878
15883,"ciudadanointeligente","candidator",21,6,1,7,848,"Python",1110,147,1257
15985,"gem","oq-engine",30,311,33,344,1347,"Python",5334,1244,6578
16015,"SpringSource","grails-data-mapping",77,0,0,0,1108,"Java",522,92,614
16060,"netzpirat","guard-jasmine",40,6,0,6,912,"Ruby",258,58,316
16166,"guard","guard",12,39,16,55,1312,"Ruby",657,214,871
16282,"tablexi","nucore-open",27,149,19,168,1098,"Ruby",1424,102,1526
16392,"nuxeo","nuxeo-common",22,7,0,7,812,"Java",376,1,377
16401,"nuxeo","nuxeo-webengine",22,11,0,11,812,"Java",115,2,117
16451,"plexinc-plugins","NME.bundle",15,1,0,1,1316,"Python",24,3,27
16640,"mozilla-services","mozservices",11,20,1,21,869,"Python",198,22,220
16719,"BaseXdb","basex",14,130,18,148,1114,"Java",4081,332,4413
16912,"cgPrak12","Praktikum",22,0,0,0,585,"Java",670,0,670
16948,"BroadleafCommerce","BroadleafCommerce",12,458,3,461,818,"Java",3999,84,4083
16968,"crowdint","rails3-jquery-autocomplete",33,6,4,10,1329,"Ruby",109,91,200
17032,"Silverpeas","Silverpeas-Core",11,121,34,155,1130,"Java",3318,480,3798
17042,"Silverpeas","Silverpeas-Components",11,42,16,58,1130,"Java",1680,290,1970
17196,"basho","riak-python-client",15,22,5,27,1420,"Python",511,203,714
17307,"aptana","studio3-rcp",18,19,0,19,1603,"Java",234,3,237
17345,"jboss-switchyard","tools",11,13,10,23,921,"Java",233,370,603
17473,"plone","Products.CMFPlone",234,151,10,161,893,"Python",1708,93,1801
17589,"thoughtbot","shoulda-matchers",84,209,28,237,1177,"Ruby",881,257,1138
17630,"puppetlabs","puppetlabs-cloud_provisioner",141,3,2,5,1085,"Ruby",129,133,262
17635,"isenseDev","rSENSE",10,116,124,240,582,"Ruby",981,907,1888
17735,"fatfreecrm","fat_free_crm",11,74,7,81,1927,"Ruby",3299,143,3442
17919,"spree","spree_i18n",34,62,29,91,1278,"Ruby",527,288,815
18070,"opdemand","opdemand-cli",12,0,0,0,787,"Python",197,1,198
18116,"imagej","imglib",18,0,0,0,811,"Java",1777,22,1799
18159,"jenkinsci","warnings-plugin",301,20,2,22,1178,"Java",366,34,400
18170,"shoes","shoes4",19,99,13,112,651,"Ruby",1127,194,1321
18217,"mozilla","zamboni",30,514,233,747,1595,"Python",10106,1802,11908
18260,"adhearsion","adhearsion",10,69,12,81,1409,"Ruby",1974,151,2125
18353,"aptana","Pydev",16,5,1,6,1659,"Java",362,48,410
18460,"SonarSource","sonar-examples",10,8,1,9,889,"Python",247,7,254
18578,"rightscale","right_aws",99,0,0,0,1723,"Ruby",86,62,148
18716,"rubygems","rubygems",13,137,28,165,1420,"Ruby",5255,328,5583
18742,"MacRuby","MacRuby",10,0,0,0,1243,"Ruby",368,68,436
18790,"lisausa","git-hooks",10,0,0,0,582,"Ruby",24,0,24
19050,"victorykit","victorykit",10,6,2,8,689,"Ruby",1490,17,1507
19070,"codeforamerica","textizen",74,0,0,0,701,"Ruby",451,10,461
19117,"pypa","virtualenv",12,46,15,61,1096,"Python",367,223,590
19220,"mozilla-services","cornice",14,1,3,4,876,"Python",197,123,320
19428,"mne-tools","mne-python",19,96,70,166,1133,"Python",2359,796,3155
19443,"puppetlabs","marionette-collective",170,39,29,68,1232,"Ruby",890,169,1059
19559,"cismet","cismap-commons",11,66,0,66,679,"Java",791,0,791
19616,"thoughtbot","shoulda",72,0,0,0,2152,"Ruby",253,23,276
19746,"jenkinsci","jenkins.rb",305,0,0,0,1462,"Ruby",116,58,174
19844,"alphagov","publisher",113,81,19,100,976,"Ruby",2547,166,2713
19849,"nasa","mct",12,8,7,15,674,"Java",401,84,485
20077,"getaroom","chef-apps",14,0,0,0,601,"Ruby",14,0,14
20182,"membase","testrunner",41,5,0,5,1212,"Python",445,1,446
20225,"ging","social_stream",10,21,0,21,1259,"Ruby",1405,36,1441
20429,"thoughtbot","paperclip",83,97,28,125,2156,"Ruby",724,436,1160
20500,"mozilla","mcom-tests",40,8,8,16,1057,"Python",346,240,586
20700,"svenfuchs","text-to-squares",10,0,0,0,583,"Ruby",182,67,249
20768,"customink","fauxhai",20,18,19,37,606,"Ruby",99,61,160
20786,"cloudfoundry","bosh",112,473,30,503,703,"Ruby",6988,363,7351
20796,"hazelcast","hazelcast",15,443,282,725,715,"Java",5419,946,6365
20849,"projectblacklight","blacklight",12,338,93,431,1588,"Ruby",2115,222,2337
20984,"newrelic","newrelic_api",82,0,0,0,1155,"Ruby",75,7,82
21093,"jruby","activerecord-jdbc-adapter",28,34,6,40,2172,"Ruby",1748,236,1984
21168,"opscode","chef-repo",49,0,0,0,1876,"Ruby",60,18,78
21276,"prawnpdf","prawn",17,140,22,162,2162,"Ruby",1949,170,2119
21417,"thoughtworks","voto-como-vamos",25,0,0,0,636,"Ruby",511,9,520
21435,"ops4j","org.ops4j.pax.web",64,32,4,36,1266,"Java",819,19,838
21468,"edgecase","git_immersion",29,0,0,0,1360,"Ruby",106,3,109
21530,"spree","spree_active_shipping",34,6,2,8,1178,"Ruby",211,120,331
21597,"geotools","geotools",27,139,47,186,847,"Java",2876,385,3261
21703,"rightscale","right_link",124,267,48,315,1693,"Ruby",2965,335,3300
21750,"nipy","dipy",20,16,17,33,1489,"Python",911,268,1179
21799,"ShaastraWebops","Shaastra-2013-Website",11,0,0,0,665,"Python",1169,5,1174
21986,"opscode-cookbooks","bluepill",26,0,0,0,722,"Ruby",81,20,101
22016,"opscode-cookbooks","build-essential",26,2,0,2,722,"Ruby",68,26,94
22048,"opscode-cookbooks","couchdb",29,0,0,0,722,"Ruby",70,13,83
22056,"opscode-cookbooks","daemontools",26,1,1,2,722,"Ruby",20,7,27
22073,"opscode-cookbooks","chef_handler",29,5,0,5,722,"Ruby",16,12,28
22138,"stapler","stapler",11,11,1,12,1072,"Java",474,23,497
22189,"ceylon","ceylon-common",14,2,0,2,694,"Java",247,4,251
22229,"rafaelfranca","simple_form-bootstrap",11,0,0,0,907,"Ruby",33,17,50
22419,"magja","magja",14,0,0,0,855,"Java",301,3,304
22588,"NUBIC","surveyor",10,0,1,1,1868,"Ruby",666,105,771
22616,"square","retrofit",15,91,29,120,1277,"Java",584,264,848
