2010,2008,11441,13961,12647
2025,2008,7769,16375,12647
2025,2010,9965,16375,13961
2026,2008,7710,16734,12647
2026,2010,9892,16734,13961
2026,2025,18744,16734,16375
2027,2008,7335,17410,12647
2027,2010,9544,17410,13961
2027,2025,17224,17410,16375
2027,2026,17939,17410,16734
2030,2008,6431,19556,12647
2030,2010,8426,19556,13961
2030,2025,15050,19556,16375
2030,2026,15372,19556,16734
2030,2027,16810,19556,17410
2032,2008,5892,27567,12647
2032,2010,7530,27567,13961
2032,2025,12741,27567,16375
2032,2026,12939,27567,16734
2032,2027,14252,27567,17410
2032,2030,18426,27567,19556
2040,2008,4474,44472,12647
2040,2010,6009,44472,13961
2040,2025,10393,44472,16375
2040,2026,10514,44472,16734
2040,2027,11508,44472,17410
2040,2030,13913,44472,19556
2040,2032,21508,44472,27567
2042,2008,4589,45577,12647
2042,2010,5940,45577,13961
2042,2025,9857,45577,16375
2042,2026,9960,45577,16734
2042,2027,10954,45577,17410
2042,2030,13218,45577,19556
2042,2032,20282,45577,27567
2042,2040,37391,45577,44472
2060,2008,3372,68759,12647
2060,2010,4471,68759,13961
2060,2025,7289,68759,16375
2060,2026,7394,68759,16734
2060,2027,8326,68759,17410
2060,2030,10159,68759,19556
2060,2032,16271,68759,27567
2060,2040,28484,68759,44472
2060,2042,32082,68759,45577
2070,2008,3164,89236,12647
2070,2010,4153,89236,13961
2070,2025,6798,89236,16375
2070,2026,6903,89236,16734
2070,2027,7812,89236,17410
2070,2030,9253,89236,19556
2070,2032,14535,89236,27567
2070,2040,25080,89236,44472
2070,2042,28188,89236,45577
2070,2060,52987,89236,68759
2080,2008,2572,102795,12647
2080,2010,3430,102795,13961
2080,2025,5836,102795,16375
2080,2026,5941,102795,16734
2080,2027,6780,102795,17410
2080,2030,7873,102795,19556
2080,2032,12044,102795,27567
2080,2040,21887,102795,44472
2080,2042,24073,102795,45577
2080,2060,45302,102795,68759
2080,2070,63343,102795,89236
2082,2008,2500,104732,12647
2082,2010,3264,104732,13961
2082,2025,5642,104732,16375
2082,2026,5747,104732,16734
2082,2027,6530,104732,17410
2082,2030,7579,104732,19556
2082,2032,11573,104732,27567
2082,2040,21038,104732,44472
2082,2042,23147,104732,45577
2082,2060,44139,104732,68759
2082,2070,58702,104732,89236
2082,2080,80230,104732,102795
2084,2008,2500,112719,12647
2084,2010,3264,112719,13961
2084,2025,5648,112719,16375
2084,2026,5753,112719,16734
2084,2027,6536,112719,17410
2084,2030,7585,112719,19556
2084,2032,11567,112719,27567
2084,2040,21030,112719,44472
2084,2042,23139,112719,45577
2084,2060,44104,112719,68759
2084,2070,60747,112719,89236
2084,2080,84316,112719,102795
2084,2082,90294,112719,104732
2100,2008,1752,134303,12647
2100,2010,2111,134303,13961
2100,2025,3333,134303,16375
2100,2026,3427,134303,16734
2100,2027,4149,134303,17410
2100,2030,4842,134303,19556
2100,2032,8327,134303,27567
2100,2040,16263,134303,44472
2100,2042,18254,134303,45577
2100,2060,30595,134303,68759
2100,2070,42509,134303,89236
2100,2080,56429,134303,102795
2100,2082,58254,134303,104732
2100,2084,61405,134303,112719
2102,2008,1770,182244,12647
2102,2010,2133,182244,13961
2102,2025,3309,182244,16375
2102,2026,3387,182244,16734
2102,2027,4109,182244,17410
2102,2030,4808,182244,19556
2102,2032,8407,182244,27567
2102,2040,16047,182244,44472
2102,2042,17728,182244,45577
2102,2060,30819,182244,68759
2102,2070,42034,182244,89236
2102,2080,53826,182244,102795
2102,2082,55322,182244,104732
2102,2084,58279,182244,112719
2102,2100,106377,182244,134303
2104,2008,1730,187582,12647
2104,2010,2089,187582,13961
2104,2025,3197,187582,16375
2104,2026,3275,187582,16734
2104,2027,3997,187582,17410
2104,2030,4656,187582,19556
2104,2032,8234,187582,27567
2104,2040,15597,187582,44472
2104,2042,17163,187582,45577
2104,2060,29627,187582,68759
2104,2070,40447,187582,89236
2104,2080,51322,187582,102795
2104,2082,52480,187582,104732
2104,2084,55370,187582,112719
2104,2100,101728,187582,134303
2104,2102,151240,187582,182244
2200,2008,1223,216806,12647
2200,2010,1462,216806,13961
2200,2025,2257,216806,16375
2200,2026,2340,216806,16734
2200,2027,2976,216806,17410
2200,2030,3560,216806,19556
2200,2032,6251,216806,27567
2200,2040,11745,216806,44472
2200,2042,12593,216806,45577
2200,2060,22106,216806,68759
2200,2070,28993,216806,89236
2200,2080,36766,216806,102795
2200,2082,37147,216806,104732
2200,2084,39677,216806,112719
2200,2100,71880,216806,134303
2200,2102,113319,216806,182244
2200,2104,118610,216806,187582
2202,2008,1117,232675,12647
2202,2010,1366,232675,13961
2202,2025,2138,232675,16375
2202,2026,2206,232675,16734
2202,2027,2810,232675,17410
2202,2030,3442,232675,19556
2202,2032,5715,232675,27567
2202,2040,11029,232675,44472
2202,2042,11808,232675,45577
2202,2060,20860,232675,68759
2202,2070,27440,232675,89236
2202,2080,34272,232675,102795
2202,2082,34446,232675,104732
2202,2084,36922,232675,112719
2202,2100,66054,232675,134303
2202,2102,106385,232675,182244
2202,2104,111178,232675,187582
2202,2200,169339,232675,216806
2300,2008,1072,315511,12647
2300,2010,1356,315511,13961
2300,2025,1982,315511,16375
2300,2026,2057,315511,16734
2300,2027,2621,315511,17410
2300,2030,3240,315511,19556
2300,2032,5437,315511,27567
2300,2040,11081,315511,44472
2300,2042,11338,315511,45577
2300,2060,21838,315511,68759
2300,2070,28070,315511,89236
2300,2080,34280,315511,102795
2300,2082,34273,315511,104732
2300,2084,36743,315511,112719
2300,2100,60907,315511,134303
2300,2102,100651,315511,182244
2300,2104,104862,315511,187582
2300,2200,151897,315511,216806
2300,2202,176571,315511,232675
2302,2008,1032,320056,12647
2302,2010,1316,320056,13961
2302,2025,1942,320056,16375
2302,2026,2017,320056,16734
2302,2027,2581,320056,17410
2302,2030,3196,320056,19556
2302,2032,5363,320056,27567
2302,2040,11007,320056,44472
2302,2042,11264,320056,45577
2302,2060,21681,320056,68759
2302,2070,27876,320056,89236
2302,2080,34048,320056,102795
2302,2082,33949,320056,104732
2302,2084,36662,320056,112719
2302,2100,60688,320056,134303
2302,2102,100383,320056,182244
2302,2104,104479,320056,187582
2302,2200,150335,320056,216806
2302,2202,174652,320056,232675
2302,2300,264303,320056,315511
2304,2008,1026,328047,12647
2304,2010,1318,328047,13961
2304,2025,1944,328047,16375
2304,2026,2019,328047,16734
2304,2027,2583,328047,17410
2304,2030,3198,328047,19556
2304,2032,5367,328047,27567
2304,2040,10974,328047,44472
2304,2042,11223,328047,45577
2304,2060,21609,328047,68759
2304,2070,27657,328047,89236
2304,2080,33830,328047,102795
2304,2082,33713,328047,104732
2304,2084,36426,328047,112719
2304,2100,59617,328047,134303
2304,2102,99019,328047,182244
2304,2104,103077,328047,187582
2304,2200,148260,328047,216806
2304,2202,171635,328047,232675
2304,2300,255464,328047,315511
2304,2302,268551,328047,320056
2306,2008,935,341987,12647
2306,2010,1189,341987,13961
2306,2025,1776,341987,16375
2306,2026,1843,341987,16734
2306,2027,2407,341987,17410
2306,2030,2992,341987,19556
2306,2032,5145,341987,27567
2306,2040,10489,341987,44472
2306,2042,10732,341987,45577
2306,2060,18508,341987,68759
2306,2070,24004,341987,89236
2306,2080,29160,341987,102795
2306,2082,28938,341987,104732
2306,2084,31633,341987,112719
2306,2100,54947,341987,134303
2306,2102,93360,341987,182244
2306,2104,96973,341987,187582
2306,2200,135543,341987,216806
2306,2202,154593,341987,232675
2306,2300,214384,341987,315511
2306,2302,225527,341987,320056
2306,2304,239257,341987,328047
2400,2008,725,380740,12647
2400,2010,1033,380740,13961
2400,2025,1564,380740,16375
2400,2026,1639,380740,16734
2400,2027,2203,380740,17410
2400,2030,2700,380740,19556
2400,2032,4758,380740,27567
2400,2040,9654,380740,44472
2400,2042,9911,380740,45577
2400,2060,17031,380740,68759
2400,2070,22014,380740,89236
2400,2080,26439,380740,102795
2400,2082,25985,380740,104732
2400,2084,28566,380740,112719
2400,2100,46527,380740,134303
2400,2102,83558,380740,182244
2400,2104,86524,380740,187582
2400,2200,116928,380740,216806
2400,2202,131854,380740,232675
2400,2300,182582,380740,315511
2400,2302,190811,380740,320056
2400,2304,202865,380740,328047
2400,2306,246155,380740,341987
2402,2008,717,372865,12647
2402,2010,1002,372865,13961
2402,2025,1454,372865,16375
2402,2026,1529,372865,16734
2402,2027,2103,372865,17410
2402,2030,2563,372865,19556
2402,2032,4465,372865,27567
2402,2040,9005,372865,44472
2402,2042,9554,372865,45577
2402,2060,16570,372865,68759
2402,2070,21552,372865,89236
2402,2080,25955,372865,102795
2402,2082,25508,372865,104732
2402,2084,28089,372865,112719
2402,2100,45397,372865,134303
2402,2102,82290,372865,182244
2402,2104,85236,372865,187582
2402,2200,114509,372865,216806
2402,2202,129155,372865,232675
2402,2300,168340,372865,315511
2402,2302,175392,372865,320056
2402,2304,185593,372865,328047
2402,2306,223108,372865,341987
2402,2400,303590,372865,380740
2500,2008,681,435891,12647
2500,2010,972,435891,13961
2500,2025,1446,435891,16375
2500,2026,1512,435891,16734
2500,2027,2089,435891,17410
2500,2030,2528,435891,19556
2500,2032,4274,435891,27567
2500,2040,8984,435891,44472
2500,2042,9202,435891,45577
2500,2060,15700,435891,68759
2500,2070,20370,435891,89236
2500,2080,24197,435891,102795
2500,2082,23499,435891,104732
2500,2084,26080,435891,112719
2500,2100,42347,435891,134303
2500,2102,78902,435891,182244
2500,2104,81311,435891,187582
2500,2200,107219,435891,216806
2500,2202,119747,435891,232675
2500,2300,160949,435891,315511
2500,2302,166766,435891,320056
2500,2304,175824,435891,328047
2500,2306,209155,435891,341987
2500,2400,268966,435891,380740
2500,2402,275152,435891,372865
2502,2008,669,497537,12647
2502,2010,953,497537,13961
2502,2025,1409,497537,16375
2502,2026,1475,497537,16734
2502,2027,2218,497537,17410
2502,2030,2649,497537,19556
2502,2032,4294,497537,27567
2502,2040,8976,497537,44472
2502,2042,9115,497537,45577
2502,2060,15620,497537,68759
2502,2070,20029,497537,89236
2502,2080,23755,497537,102795
2502,2082,23058,497537,104732
2502,2084,25615,497537,112719
2502,2100,41519,497537,134303
2502,2102,77823,497537,182244
2502,2104,80176,497537,187582
2502,2200,105243,497537,216806
2502,2202,116778,497537,232675
2502,2300,155782,497537,315511
2502,2302,161344,497537,320056
2502,2304,170221,497537,328047
2502,2306,201282,497537,341987
2502,2400,255358,497537,380740
2502,2402,260603,497537,372865
2502,2500,362612,497537,435891
2504,2008,665,500481,12647
2504,2010,956,500481,13961
2504,2025,1388,500481,16375
2504,2026,1454,500481,16734
2504,2027,2029,500481,17410
2504,2030,2436,500481,19556
2504,2032,4079,500481,27567
2504,2040,8713,500481,44472
2504,2042,8858,500481,45577
2504,2060,15335,500481,68759
2504,2070,19737,500481,89236
2504,2080,23449,500481,102795
2504,2082,22747,500481,104732
2504,2084,25304,500481,112719
2504,2100,40955,500481,134303
2504,2102,77242,500481,182244
2504,2104,79633,500481,187582
2504,2200,104255,500481,216806
2504,2202,115691,500481,232675
2504,2300,154416,500481,315511
2504,2302,159830,500481,320056
2504,2304,168705,500481,328047
2504,2306,199303,500481,341987
2504,2400,252681,500481,380740
2504,2402,257874,500481,372865
2504,2500,358618,500481,435891
2504,2502,444273,500481,497537
3006,2008,665,500481,12647
3006,2010,956,500481,13961
3006,2025,1388,500481,16375
3006,2026,1454,500481,16734
3006,2027,2029,500481,17410
3006,2030,2436,500481,19556
3006,2032,4079,500481,27567
3006,2040,8713,500481,44472
3006,2042,8858,500481,45577
3006,2060,15335,500481,68759
3006,2070,19737,500481,89236
3006,2080,23449,500481,102795
3006,2082,22747,500481,104732
3006,2084,25304,500481,112719
3006,2100,40955,500481,134303
3006,2102,77242,500481,182244
3006,2104,79633,500481,187582
3006,2200,104255,500481,216806
3006,2202,115691,500481,232675
3006,2300,154416,500481,315511
3006,2302,159830,500481,320056
3006,2304,168705,500481,328047
3006,2306,199303,500481,341987
3006,2400,252681,500481,380740
3006,2402,257874,500481,372865
3006,2500,358618,500481,435891
3006,2502,444273,500481,497537
3006,2504,456384,500481,500481
3008,2008,665,497649,12647
3008,2010,956,497649,13961
3008,2025,1315,497649,16375
3008,2026,1381,497649,16734
3008,2027,1948,497649,17410
3008,2030,2355,497649,19556
3008,2032,3977,497649,27567
3008,2040,8221,497649,44472
3008,2042,8657,497649,45577
3008,2060,15190,497649,68759
3008,2070,19590,497649,89236
3008,2080,23172,497649,102795
3008,2082,22490,497649,104732
3008,2084,25047,497649,112719
3008,2100,39864,497649,134303
3008,2102,76011,497649,182244
3008,2104,78403,497649,187582
3008,2200,102368,497649,216806
3008,2202,113442,497649,232675
3008,2300,144525,497649,315511
3008,2302,149685,497649,320056
3008,2304,158310,497649,328047
3008,2306,185317,497649,341987
3008,2400,235533,497649,380740
3008,2402,250359,497649,372865
